model,random_state,test_size,n_epochs,batch_size,learning_rate,weight_decay,ROC-AUC,PR-AUC,Accuracy
NN+RF,0,0.33,50,16,0.0001,0.0001,0.6825573979591836,0.4606176434763445,0.7692307692307693
NN+RF,0,0.33,50,16,0.0001,0.0001,0.647640306122449,0.3323986607525239,0.7230769230769231
NN+RF,1,0.33,50,16,0.0001,0.0001,0.5103635204081632,0.2594527355564616,0.7307692307692307
NN+RF,1,0.33,50,16,0.0001,0.0001,0.4596619897959184,0.2409078631249102,0.7461538461538462
NN+RF,1,0.33,50,16,0.0001,0.0001,0.5868941326530612,0.3127082349340533,0.7307692307692307
NN+RF,2,0.33,50,16,0.0001,0.0001,0.5382653061224489,0.3532901495234489,0.7307692307692307
NN+RF,2,0.33,50,16,0.0001,0.0001,0.5277423469387755,0.277035986374825,0.7307692307692307
NN+RF,2,0.33,50,16,0.0001,0.0001,0.6146364795918366,0.4384956114087553,0.7846153846153846
NN+RF,3,0.33,50,16,0.0001,0.0001,0.5507015306122449,0.2867581532221936,0.7230769230769231
NN+RF,3,0.33,50,16,0.0001,0.0001,0.5030293367346939,0.3681966833781667,0.7692307692307693
NN+RF,3,0.33,50,16,0.0001,0.0001,0.4933035714285714,0.2718982580401669,0.7384615384615385
NN+RF,4,0.33,50,16,0.0001,0.0001,0.6259566326530612,0.4622416839300873,0.7538461538461538
NN+RF,4,0.33,50,16,0.0001,0.0001,0.5637755102040817,0.4286662330652516,0.7692307692307693
NN+RF,4,0.33,50,16,0.0001,0.0001,0.5712691326530612,0.3784609976478194,0.7615384615384615
NN+RF,5,0.33,50,16,0.0001,0.0001,0.5476721938775511,0.3421252694124717,0.7615384615384615
NN+RF,5,0.33,50,16,0.0001,0.0001,0.6253188775510204,0.3153143496326548,0.7230769230769231
NN+RF,5,0.33,50,16,0.0001,0.0001,0.5691964285714286,0.296054308100129,0.7538461538461538
NN+RF,21,0.33,50,16,0.0001,0.0001,0.5696747448979592,0.2779035738118255,0.7
NN+RF,21,0.33,50,16,0.0001,0.0001,0.6403061224489796,0.3801751302271958,0.7384615384615385
NN+RF,21,0.33,50,16,0.0001,0.0001,0.4751275510204082,0.268170103195096,0.7153846153846154
NN+RF,42,0.33,50,16,0.0001,0.0001,0.5224808673469389,0.30785971148374,0.7538461538461538
NN+RF,42,0.33,50,16,0.0001,0.0001,0.4928252551020408,0.2812306251256983,0.7230769230769231
