model,random_state,test_size,n_epochs,margin,batch_size,learning_rate,weight_decay,scheduler_step_size,scheduler_gamma,ROC-AUC,PR-AUC,Accuracy
Contrastive,2,0.33,100,0.3,32,0.0005,1e-08,300,0.01,0.5407361308677098,0.2627959094687515,0.6777493606138107
Contrastive,3,0.33,100,0.3,32,0.0005,1e-08,300,0.01,0.6151671408250355,0.3342225662678871,0.690537084398977
Contrastive,3,0.33,100,0.3,32,0.0005,1e-08,300,0.01,0.5976351351351351,0.3059569222198113,0.7033248081841432
Contrastive,3,0.33,100,0.3,32,0.0005,1e-08,300,0.01,0.5276849217638692,0.2554007687683834,0.6777493606138107
Contrastive,4,0.33,100,0.3,32,0.0005,1e-08,300,0.01,0.6077880512091037,0.3200433431603737,0.7007672634271099
Contrastive,4,0.33,100,0.3,32,0.0005,1e-08,300,0.01,0.6454658605974396,0.3826766404874636,0.7391304347826086
Contrastive,4,0.33,100,0.3,32,0.0005,1e-08,300,0.01,0.6156827880512091,0.3084528875899578,0.7007672634271099
Contrastive,5,0.33,100,0.3,32,0.0005,1e-08,300,0.01,0.5645448079658606,0.2722733647651189,0.6751918158567775
Contrastive,5,0.33,100,0.3,32,0.0005,1e-08,300,0.01,0.6008534850640114,0.3088152179705156,0.680306905370844
Contrastive,5,0.33,100,0.3,32,0.0005,1e-08,300,0.01,0.5620199146514937,0.2762828413754299,0.6930946291560103
Contrastive,21,0.33,100,0.3,32,0.0005,1e-08,300,0.01,0.6296408250355618,0.3469809940555193,0.7033248081841432
Contrastive,21,0.33,100,0.3,32,0.0005,1e-08,300,0.01,0.5706436699857752,0.2843224456348678,0.690537084398977
Contrastive,21,0.33,100,0.3,32,0.0005,1e-08,300,0.01,0.5883357041251779,0.3274482820399969,0.680306905370844
Contrastive,42,0.33,100,0.3,32,0.0005,1e-08,300,0.01,0.5255512091038407,0.2661573015526637,0.680306905370844
Contrastive,42,0.33,100,0.3,32,0.0005,1e-08,300,0.01,0.520572546230441,0.2487865549869395,0.6675191815856778
Contrastive,42,0.33,100,0.3,32,0.0005,1e-08,300,0.01,0.5613264580369843,0.2650783111368445,0.6828644501278772
Contrastive,0,0.5,100,0.3,32,0.0005,1e-08,300,0.01,0.5713015647226174,0.2745668312478572,0.6777493606138107
Contrastive,0,0.5,100,0.3,32,0.0005,1e-08,300,0.01,0.5763869132290185,0.2939155350564095,0.6854219948849105
Contrastive,0,0.5,100,0.3,32,0.0005,1e-08,300,0.01,0.5463371266002844,0.3096453384104278,0.6726342710997443
Contrastive,1,0.5,100,0.3,32,0.0005,1e-08,300,0.01,0.5776849217638691,0.3241207677732869,0.7135549872122762
Contrastive,1,0.5,100,0.3,32,0.0005,1e-08,300,0.01,0.5741820768136557,0.318246392828367,0.7186700767263428
Contrastive,1,0.5,100,0.3,32,0.0005,1e-08,300,0.01,0.5837304409672831,0.34306938084728,0.7340153452685422
Contrastive,2,0.5,100,0.3,32,0.0005,1e-08,300,0.01,0.61175320056899,0.3176052508745814,0.7033248081841432
